,word,wakachi,category
4558,御好み焼き用ソース,焼き,"['Topic', 'Topic', 'Cooking technique', 'Topic', 'Topic']"
4559,御好み焼き用ソース,用,"['Topic', 'Social networking service', 'Topic']"
4560,御好み焼き用ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4561,御好み焼ソース,御,"['Topic', 'Topic', 'Island in Tokyo, Japan', 'Topic', 'Topic']"
4562,御好み焼ソース,好み,"['Topic', 'Okonomiyaki restaurant in Yokohama, Japan', 'Okonomiyaki restaurant in Yokohama, Japan', 'Okonomiyaki restaurant in Kanie, Japan']"
4563,御好み焼ソース,焼,"['Kushiyaki restaurant in Osaka, Japan', 'Topic', 'Topic', 'Manufacturer in Penn Street, England', 'Topic']"
4564,御好み焼ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4565,御好み焼用ソース,御,"['Topic', 'Topic', 'Island in Tokyo, Japan', 'Topic', 'Topic']"
4566,御好み焼用ソース,好み,"['Topic', 'Okonomiyaki restaurant in Yokohama, Japan', 'Okonomiyaki restaurant in Yokohama, Japan', 'Okonomiyaki restaurant in Kanie, Japan']"
4567,御好み焼用ソース,焼,"['Kushiyaki restaurant in Osaka, Japan', 'Topic', 'Topic', 'Manufacturer in Penn Street, England', 'Topic']"
4568,御好み焼用ソース,用,"['Topic', 'Social networking service', 'Topic']"
4569,御好み焼用ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4570,焼きソバソース,焼き,"['Topic', 'Topic', 'Cooking technique', 'Topic', 'Topic']"
4571,焼きソバソース,ソバ,"['Plants', 'Song by Sam Smith', 'Municipality in Spain', 'Song by BIGBANG', 'Plants']"
4572,焼きソバソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4573,焼きそばソース,焼きそば,"['Dish', 'Topic', 'Dish', 'Okonomiyaki restaurant in Osaka, Japan', 'Noodle']"
4574,焼きそばソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4575,焼き蕎麦ソース,焼き,"['Topic', 'Topic', 'Cooking technique', 'Topic', 'Topic']"
4576,焼き蕎麦ソース,蕎麦,"['Japanese noodles', 'Izakaya restaurant in Nagoya, Japan', 'Dish', 'Soba noodle shop in Kutchan, Japan', 'Soba noodle shop in Tokyo, Japan']"
4577,焼き蕎麦ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4578,焼そばソース,焼,"['Kushiyaki restaurant in Osaka, Japan', 'Topic', 'Topic', 'Manufacturer in Penn Street, England', 'Topic']"
4579,焼そばソース,そば,"['Dish', 'Dish', 'Topic', 'Noodle', 'Topic']"
4580,焼そばソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4581,蛸焼きソース,蛸,"['Animal', 'Japanese restaurant in Kyoto, Japan', 'Animal', 'Print by Hokusai', 'Animal']"
4582,蛸焼きソース,焼き,"['Topic', 'Topic', 'Cooking technique', 'Topic', 'Topic']"
4583,蛸焼きソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4584,蛸焼ソース,蛸,"['Animal', 'Japanese restaurant in Kyoto, Japan', 'Animal', 'Print by Hokusai', 'Animal']"
4585,蛸焼ソース,焼,"['Kushiyaki restaurant in Osaka, Japan', 'Topic', 'Topic', 'Manufacturer in Penn Street, England', 'Topic']"
4586,蛸焼ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4587,中濃ソース,中,"['Topic', 'Supreme being', 'Building function', 'Video sharing company', 'Topic']"
4588,中濃ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4589,中農ソース,中農,"['Festivity', 'German-Swedish poet', 'Topic', 'American actress', 'Greek hero']"
4590,中農ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4591,濃厚ソース,濃厚,"['Ramen restaurant in Oita, Japan', 'Australian zookeeper', 'Film genre', 'Ramen restaurant in Isesaki, Japan', 'Ramen restaurant in Fukuoka, Japan']"
4592,濃厚ソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4593,オイスタ－ソ－ス,オイスタ,"['Topic', 'Topic']"
4594,オイスタ－ソ－ス,ソ,"['South Korean singer', 'Medication', 'South Korean singer', 'South Korean actor', 'South Korean actress']"
4595,オイスタ－ソ－ス,ス,"['Basketball team', 'American singer', 'Martyr', 'Topic', 'Ice hockey team']"
4596,オイスターソース,オイスターソース,['Sauce']
4597,オイスターソース,オイスターソース,['Sauce']
4598,牡蠣油,牡蠣,"['Animal', 'Animal', 'Animal', 'Izakaya restaurant in Sapporo, Japan', 'Smart card']"
4599,牡蠣油,油,"['Topic', 'Plants', 'Topic', 'Edible oil', 'Fruit']"
4600,OLIVE OIL,OLIVE,"['Plants', 'Fruit', 'Color', 'South Korean actress', 'Plants']"
4601,OLIVE OIL,OIL,"['Topic', '2007 film', 'Topic', 'Edible oil', 'Topic']"
4602,ーオリーブオイル,ーオリーブオイル,[]
4603,ｅｖオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4604,ｅｖオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4605,EVオリーブオイル,EV,"['Irish actress', 'Unit of energy', 'Football club', 'Football team', 'Car model']"
4606,EVオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4607,EVオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4608,EVオリーブ油,EV,"['Irish actress', 'Unit of energy', 'Football club', 'Football team', 'Car model']"
4609,EVオリーブ油,オリーブ油,[]
4610,ｅｘｖオリーブオイル,ｅｘｖ,"['Video game', 'Animal hospital in Odessa, Ukraine', 'Topic']"
4611,ｅｘｖオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4612,ｅｘｖオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4613,EXVオリーブオイル,EXV,"['Video game', 'Animal hospital in Odessa, Ukraine', 'Topic']"
4614,EXVオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4615,EXVオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4616,ｅｘオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4617,ｅｘオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4618,EXオリーブオイル,EX,"['Topic', 'Relationship', 'TV network', 'Topic', 'Autonomous community of Spain']"
4619,EXオリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4620,EXオリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4621,ｅｘバージンオリーブオイル,バージンオリーブオイル,[]
4622,エクストラヴァージンオリーブオイル,エクストラヴァージンオリーブオイル,[]
4623,エクストラバージンオリーブオイル,エクストラバージンオリーブオイル,[]
4624,オーリブ油,オーリブ,[]
4625,オーリブ油,油,"['Topic', 'Plants', 'Topic', 'Edible oil', 'Fruit']"
4626,オリーーブオイル,オリーーブオイル,[]
4627,オリーヴオイル,オリーヴオイル,[]
4628,オリーブイル,オリーブイル,[]
4629,オリーブオイリ,オリーブオイリ,[]
4630,オリーブオイル,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4631,オリーブオイル,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4632,オリープオイル,オリープオイル,[]
4633,オリーブオイル・,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4634,オリーブオイル・,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4635,オリーブオイル（炒め用）,オリーブ,"['Plants', 'Fruit', 'Ramen restaurant in Tokyo, Japan', 'Oil', 'Mountain']"
4636,オリーブオイル（炒め用）,オイル,"['Cooking appliance', 'Medication', 'Edible oil', 'Oil', 'Topic']"
4637,オリーブオイル（炒め用）,用,"['Topic', 'Social networking service', 'Topic']"
4638,オリーブ油,オリーブ油,[]
4639,オリーブ油,オリーブ油,[]
4640,バージンオリーブオイル,バージンオリーブオイル,[]
4641,オレガノ,オレガノ,"['Plants', 'Plants', 'Topic', 'Plants']"
4642,おれがの,おれ,"['Animated series', 'Topic', 'TV program', 'Book', 'Song by Bob Dylan']"
4643,オレガノ,オレガノ,"['Plants', 'Plants', 'Topic', 'Plants']"
4644,オカカ,オカカ,"['Footballer', 'Indoor lodging in Aira, Japan']"
4645,おかか,おかか,"['Shabu-shabu restaurant in Tokyo, Japan']"
4646,カツオブシ,カツオ,"['Fish', 'Japanese professional baseball player', 'Baseball catcher', 'Cafe in Machida, Japan', 'Topic']"
4647,カツオブシ,ブシ,"['Town in Malaysia', 'Restaurant in Krasnodar, Russia', 'Luxury hotel in Skopje, North Macedonia', 'Light rail station in Kuala Lumpur, Malaysia', 'Hotel in Ishigaki, Okinawa, Japan']"
4648,かつおぶし,かつお,['Sumo wrestler']
4649,カツオ節,カツオ節,[]
4650,かつお節,かつお節,[]
4651,かつお節,かつお節,[]
4652,花カツオ,花,"['Topic', 'Legume', 'Type of rock', 'Topic', 'Disease']"
4653,花カツオ,カツオ,"['Fish', 'Japanese professional baseball player', 'Baseball catcher', 'Cafe in Machida, Japan', 'Topic']"
4654,花かつお,花,"['Topic', 'Legume', 'Type of rock', 'Topic', 'Disease']"
4655,花かつお,かつお,['Sumo wrestler']
4656,花鰹,花鰹,"['Fish', 'Fish', 'Fish']"
4657,鰹節,鰹節,"['Skipjack tuna', 'Insect', 'Insect', 'Insect', 'Japanese grocery store in Nishiizu, Japan']"
4658,削り節,削り節,['Skipjack tuna']
4659,カラメル,カラメル,['Food']
4660,カラメル,カラメル,['Food']
4661,カラメルシロップ,カラメル,['Food']
4662,カラメルシロップ,シロップ,"['Topic', 'Topic', 'Topic', 'Food', 'Topic']"
4663,カラメルソース,カラメル,['Food']
4664,カラメルソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4665,キャラメルシロップ,キャラメル,"['Confectionery', 'Film', 'Musical group', 'Topic', 'Girl group']"
4666,キャラメルシロップ,シロップ,"['Topic', 'Topic', 'Topic', 'Food', 'Topic']"
4667,キャラメルソース,キャラメル,"['Confectionery', 'Film', 'Musical group', 'Topic', 'Girl group']"
4668,キャラメルソース,ソース,"['Type of dish', 'Sauce', 'Sauce', 'Topic', 'Food']"
4669,カレースパイス,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
4670,カレースパイス,スパイス,"['Topic', 'Jamaican singer', 'Pop group', 'Plants', 'Indian restaurant in Fujisawa, Japan']"
4671,カレーパウダー,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
4672,カレーパウダー,パウダー,"['Film', 'Food additive', 'Sugar', 'Cocoa bean', 'Topic']"
4673,カレールー,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
4674,カレールー,ルー,"['Topic', 'Fictional character', 'Plants', 'French singer-songwriter', 'Town in England']"
4675,カレールウ,カレールウ,[]
4676,カレールゥー,カレールゥー,[]
4677,カレー粉,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
4678,カレー粉,粉,"['Cosmetics', 'Topic', 'Topic', 'Unit of length', 'Chemical compound']"
4679,カレー粉,カレー,"['Dish', 'City in France', 'Dish', 'Dish', 'Plants']"
4680,カレー粉,粉,"['Cosmetics', 'Topic', 'Topic', 'Unit of length', 'Chemical compound']"
4681,うぐいすきなこ,うぐいす,"['Super public bath in Tondabayashi, Japan', 'Japanese confectionary shop in Osaka, Japan', 'Sake brewery in Kurume, Japan', 'Topic', 'Topic']"
4682,うぐいすきなこ,きなこ,"['Musical artist', 'Cafe in Hikari, Japan', 'Topic']"
4683,うぐいすきな粉,うぐいす,"['Super public bath in Tondabayashi, Japan', 'Japanese confectionary shop in Osaka, Japan', 'Sake brewery in Kurume, Japan', 'Topic', 'Topic']"
4684,うぐいすきな粉,きな粉,"['Flour', 'Topic']"
4685,うぐいす黄な粉,うぐいす,"['Super public bath in Tondabayashi, Japan', 'Japanese confectionary shop in Osaka, Japan', 'Sake brewery in Kurume, Japan', 'Topic', 'Topic']"
4686,うぐいす黄な粉,黄な粉,['Flour']
4687,うぐいす黄粉,うぐいす,"['Super public bath in Tondabayashi, Japan', 'Japanese confectionary shop in Osaka, Japan', 'Sake brewery in Kurume, Japan', 'Topic', 'Topic']"
4688,うぐいす黄粉,黄粉,"['Insect', 'Insect']"
4689,うぐいす粉,うぐいす,"['Super public bath in Tondabayashi, Japan', 'Japanese confectionary shop in Osaka, Japan', 'Sake brewery in Kurume, Japan', 'Topic', 'Topic']"
4690,うぐいす粉,粉,"['Cosmetics', 'Topic', 'Topic', 'Unit of length', 'Chemical compound']"
4691,きなこ,きなこ,"['Musical artist', 'Cafe in Hikari, Japan', 'Topic']"
4692,きな粉,きな粉,"['Flour', 'Topic']"
4693,きな粉,きな粉,"['Flour', 'Topic']"
4694,黄な粉,黄な粉,['Flour']
4695,黄粉,黄粉,"['Insect', 'Insect']"
4696,青きなこ,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4697,青きなこ,きなこ,"['Musical artist', 'Cafe in Hikari, Japan', 'Topic']"
4698,青きな粉,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4699,青きな粉,きな粉,"['Flour', 'Topic']"
4700,青黄な粉,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4701,青黄な粉,黄な粉,['Flour']
4702,青黄粉,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4703,青黄粉,黄粉,"['Insect', 'Insect']"
4704,ケチップ,ケチップ,[]
4705,ケチャップ,ケチャップ,"['Sauce', 'Song by Las Ketchup', 'Animated series', 'Girl group', 'Topic']"
4706,けちゃっぷ,けち,"['Topic', 'Play by Alexander Pushkin', 'Dental clinic in Kyoto, Japan']"
4707,けちゃっぷ,ゃっぷ,[]
4708,ケチャップ,ケチャップ,"['Sauce', 'Song by Las Ketchup', 'Animated series', 'Girl group', 'Topic']"
4709,ケッチャップ,ケッチャップ,['Topic']
4710,ケッチャプ,ケッチャプ,[]
4711,トマトケチップ,トマトケチップ,[]
4712,トマトケチャップ,トマトケチャップ,['Film']
4713,とまとけちゃっぷ,けち,"['Topic', 'Play by Alexander Pushkin', 'Dental clinic in Kyoto, Japan']"
4714,とまとけちゃっぷ,ゃっぷ,[]
4715,トマトケッチャップ,トマトケッチャップ,[]
4716,トマトケッチャプ,トマトケッチャプ,[]
4717,エスプレッソ,エスプレッソ,"['Coffee', 'Topic', 'Coffee drink', 'Cafe in Tokyo, Japan', 'Bakery in Nagasaki, Japan']"
4718,カフェオレ,カフェオレ,[]
4719,カフェラテ,カフェラテ,"['Cafe in Chiba, Japan']"
4720,キリマンジャロ,キリマンジャロ,"['Volcano in Tanzania', 'Topic', 'Topic', 'Airport in Tanzania', 'Amusement ride']"
4721,グアテマラ,グアテマラ,"['Country in Central America', 'Capital of Guatemala', 'Division', 'Topic', 'University in Guatemala City, Guatemala']"
4722,コーヒ,コーヒ,"['Diamond', 'Topic']"
4723,コーヒー,コーヒー,"['Drink', '2012 film', 'Plants', 'Topic', 'Topic']"
4724,コーヒー豆,コーヒー,"['Drink', '2012 film', 'Plants', 'Topic', 'Topic']"
4725,コーヒー豆,豆,"['Legume', 'Food', 'Cuisine', 'Arcade game', 'Country in South Asia']"
4726,コーヒー豆,コーヒー,"['Drink', '2012 film', 'Plants', 'Topic', 'Topic']"
4727,コーヒー豆,豆,"['Legume', 'Food', 'Cuisine', 'Arcade game', 'Country in South Asia']"
4728,コスタリカ,コスタリカ,"['Country in Central America', 'Association Football team', 'Ensign', 'Luxury hotel in Costa Rica', 'Currency']"
4729,コナ,コナ,"['Company', 'Topic', 'Topic', 'Village in the Republic of Ireland', 'Commune in France']"
4730,ブルーマウンテン,ブルー,"['2011 film', 'Colour', '1988 film', 'Company', 'English band']"
4731,ブルーマウンテン,マウンテン,"['Sport', 'Dog breed', 'Bicycle type', 'Cafe in Nagoya, Japan', '2005 film']"
4732,モカ,モカ,"['City in Yemen', 'Singer', 'Topic', 'Topic', 'City in the Dominican Republic']"
4733,珈琲,珈琲,"['2003 film', 'Company', 'Topic', 'Company', 'Company']"
4734,カカオパウダー,カカオ,"['Plants', 'Internet company', 'Topic', 'Topic', 'Topic']"
4735,カカオパウダー,パウダー,"['Film', 'Food additive', 'Sugar', 'Cocoa bean', 'Topic']"
4736,ココア,ココア,"['Food', 'Cocoa bean', 'City in Florida', 'City in Florida', 'Topic']"
4737,ココア,ココア,"['Food', 'Cocoa bean', 'City in Florida', 'City in Florida', 'Topic']"
4738,ミロ,ミロ,"['German footballer', 'Russian President', 'Singer', 'Spanish painter', 'Statue by Alexandros of Antioch']"
4739,あらびき胡椒,あら,"['2015 film', 'Song', 'Novel by Honor de Balzac', 'Novel by James Baldwin', 'Musical group']"
4740,あらびき胡椒,びき,"['Fairy tale', 'Topic', 'Book', 'Book', 'Topic']"
4741,あらびき胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4742,グリーンペッパー,グリーンペッパー,[]
4743,グリーンペパー,グリーンペパー,['Beverage']
4744,こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4745,コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4746,コショー,コショー,['Topic']
4747,こしょー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
4748,ブラックペッパー,ブラックペッパー,['Spice']
4749,ブラックペパー,ブラックペパー,[]
4750,ペッパー,ペッパー,"['Fictional character', 'Spice', 'Restaurant company', 'Retail company', 'Band']"
4751,ホワイトペッパー,ホワイトペッパー,[]
4752,ホワイトペパー,ホワイトペパー,[]
4753,胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4754,黒コショウ,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4755,黒コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4756,黒こしょう,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4757,黒こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4758,黒コショー,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4759,黒コショー,コショー,['Topic']
4760,黒こしょー,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4761,黒こしょー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
4762,黒胡椒,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4763,黒胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4764,青コショウ,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4765,青コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4766,青こしょう,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4767,青こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4768,青コショー,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4769,青コショー,コショー,['Topic']
4770,青こしょー,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4771,青こしょー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
4772,青胡椒,青,"['Colour', 'Disease', 'Topic', 'Color', 'City in China']"
4773,青胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4774,赤コショウ,赤,"['Color', 'Disease', 'Wine', 'Topic', 'Plants']"
4775,赤コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4776,赤こしょう,赤,"['Color', 'Disease', 'Wine', 'Topic', 'Plants']"
4777,赤こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4778,赤コショー,赤,"['Color', 'Disease', 'Wine', 'Topic', 'Plants']"
4779,赤コショー,コショー,['Topic']
4780,赤こしょー,赤,"['Color', 'Disease', 'Wine', 'Topic', 'Plants']"
4781,赤こしょー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
4782,赤胡椒,赤,"['Color', 'Disease', 'Wine', 'Topic', 'Plants']"
4783,赤胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4784,粗びき黒こしょう,粗,"['Dish', 'Topic', 'Drawing', '2015 film', 'Topic']"
4785,粗びき黒こしょう,びき,"['Fairy tale', 'Topic', 'Book', 'Book', 'Topic']"
4786,粗びき黒こしょう,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4787,粗びき黒こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4788,粗挽きコショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4789,粗挽きこしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4790,粗挽きブラックペッパー,ブラックペッパー,['Spice']
4791,粗挽き胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4792,粗挽き黒コショウ,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4793,粗挽き黒コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4794,粗挽き黒こしょう,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4795,粗挽き黒こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4796,粗挽き黒胡椒,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4797,粗挽き黒胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4798,白コショウ,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4799,白コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4800,白こしょう,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4801,白こしょう,こしょう,"['Spice', 'Company', 'Food', 'Topic']"
4802,白コショー,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4803,白コショー,コショー,['Topic']
4804,白こしょー,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4805,白こしょー,ー,"['2018 film', 'Company', 'Topic', 'Japanese YouTuber', 'Japanese actress']"
4806,白胡椒,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4807,白胡椒,胡椒,"['Spice', 'Topic', 'Mint', 'Restaurant company', 'Plants']"
4808,味塩コショウ,味,"['Soup', 'Topic', 'Topic', 'Dish', 'Dish']"
4809,味塩コショウ,塩,"['Rapper', 'Food', 'Topic', 'Topic', 'Food']"
4810,味塩コショウ,コショウ,"['Spice', 'Plants', 'Plants', 'Plants', 'Fish']"
4811,いりゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4812,いりごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4813,いりごま(白),ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4814,いりごま(白),(,"['Chemical element', 'Topic', 'Topic', 'Topic']"
4815,いりごま(白),白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4816,いりごま(白),),"['Chemical element', 'Topic', 'Topic', 'Topic']"
4817,コチュマヨ,コチュマヨ,[]
4818,ゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4819,ごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4820,ごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4821,すりゴマ,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
4822,すりゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4823,すりごま,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
4824,すりごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4825,すりごま(白),すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
4826,すりごま(白),ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4827,すりごま(白),(,"['Chemical element', 'Topic', 'Topic', 'Topic']"
4828,すりごま(白),白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4829,すりごま(白),),"['Chemical element', 'Topic', 'Topic', 'Topic']"
4830,金ゴマ,金,"['Chemical element', 'Field of study', 'American author', 'Color', 'American media personality']"
4831,金ゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4832,金ごま,金,"['Chemical element', 'Field of study', 'American author', 'Color', 'American media personality']"
4833,金ごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4834,金胡麻,金,"['Chemical element', 'Field of study', 'American author', 'Color', 'American media personality']"
4835,金胡麻,胡麻,"['Seed', 'Plants', 'Topic', 'Plants', 'Dish']"
4836,胡麻,胡麻,"['Seed', 'Plants', 'Topic', 'Plants', 'Dish']"
4837,黒ゴマ,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4838,黒ゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4839,黒ごま,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4840,黒ごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4841,黒すり胡麻,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4842,黒すり胡麻,すり,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
4843,黒すり胡麻,胡麻,"['Seed', 'Plants', 'Topic', 'Plants', 'Dish']"
4844,黒胡麻,黒,"['Color', 'Ethnicity', 'Form of rock', 'Film', '2011 film']"
4845,黒胡麻,胡麻,"['Seed', 'Plants', 'Topic', 'Plants', 'Dish']"
4846,煎りゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4847,白いりごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
4848,白ゴマ,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4849,白ゴマ,ゴマ,"['Seed', 'Museum', 'City in the Democratic Republic of the Congo', 'Topic', 'Phrase']"
4850,白ごま,白,"['Color', 'Country in Europe', 'Disease', 'Animal', 'Animal']"
4851,白ごま,ごま,"['Seed', 'Sumo wrestler', 'Japanese sumo wrestler', 'Topic', 'Voice actress']"
